Linux 6.8.0-1013-linux-64k (hsun-code-machine) 	03/11/2025 	_aarch64_	(72 CPU)

01:23:52 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:25:21 AM     all      1.74      0.00      0.24      2.07      0.00     95.95
01:25:22 AM     all      3.34      0.00      3.02      1.97      0.00     91.67
01:25:23 AM     all      1.72      0.00      0.11      2.08      0.00     96.08
01:25:24 AM     all      2.45      0.00      0.18      2.16      0.00     95.21
01:25:25 AM     all      1.57      0.00      0.18      2.09      0.00     96.16
01:25:26 AM     all      1.71      0.00      0.14      2.10      0.00     96.06
01:25:27 AM     all      3.39      0.00      3.12      2.05      0.00     91.43
01:25:28 AM     all      1.60      0.00      0.13      2.24      0.00     96.03
01:25:29 AM     all      1.75      0.00      0.15      1.87      0.00     96.23
01:25:30 AM     all      1.67      0.00      0.17      2.08      0.00     96.08
01:25:31 AM     all      1.72      0.00      0.14      1.90      0.00     96.23
01:25:32 AM     all      1.71      0.00      0.28      1.78      0.00     96.23
01:25:33 AM     all      3.08      0.00      2.74      1.93      0.00     92.25
01:25:34 AM     all      0.78      0.00      0.18      2.10      0.00     96.94


Average:        all      2.20      0.00      4.32      1.94      0.00     91.55
