Linux 6.8.0-1013-linux-64k (hsun-code-machine) 	03/11/2025 	_aarch64_	(72 CPU)

01:21:38 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:23:07 AM     all      2.97      0.00      1.53      1.77      0.00     93.73
01:23:08 AM     all      4.20      0.00      2.63      1.52      0.00     91.66
01:23:09 AM     all      3.59      0.00      1.09      1.66      0.00     93.66
01:23:10 AM     all      2.15      0.00      0.49      1.46      0.00     95.90
01:23:11 AM     all      4.22      0.00      0.57      1.78      0.00     93.43
01:23:12 AM     all      1.88      0.00      0.31      1.64      0.00     96.18
01:23:13 AM     all      3.85      0.00      3.02      1.64      0.00     91.50
01:23:14 AM     all      0.65      0.00      0.39      1.84      0.00     97.12


Average:        all      4.49      0.00      4.64      1.78      0.00     89.09
