Linux 6.8.0-1013-linux-64k (hsun-code-machine) 	03/10/2025 	_aarch64_	(72 CPU)

02:57:46 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:01:27 PM     all      5.43      0.00      1.10      0.00      0.00     93.47
03:01:28 PM     all      5.65      0.00      0.97      0.00      0.00     93.37
03:01:29 PM     all      6.25      0.00      3.61      0.00      0.00     90.14
03:01:30 PM     all      5.09      0.00      1.28      0.00      0.00     93.63
03:01:31 PM     all      5.41      0.00      0.97      0.00      0.00     93.62
03:01:32 PM     all      5.22      0.00      1.03      0.00      0.00     93.75
03:01:33 PM     all      2.85      0.00      1.34      0.00      0.00     95.81
03:01:34 PM     all      2.22      0.00     26.04      0.01      0.00     71.72
03:01:35 PM     all      0.17      0.00     66.93      0.00      0.00     32.91
03:01:36 PM     all      0.92      0.00     43.23      0.01      0.00     55.84
03:01:37 PM     all      1.89      0.00      0.32      0.00      0.00     97.79
03:01:38 PM     all      3.45      0.00      0.28      0.00      0.00     96.27
03:01:39 PM     all      4.21      0.00      0.92      0.01      0.00     94.86
03:01:40 PM     all      4.78      0.00      2.94      0.00      0.00     92.28
03:01:41 PM     all      8.43      0.00      0.47      0.18      0.00     90.92
03:01:42 PM     all      8.77      0.00      0.35      0.00      0.00     90.89
03:01:43 PM     all      8.51      0.00      1.04      0.00      0.00     90.44
03:01:44 PM     all      8.37      0.00      0.95      0.00      0.00     90.68
03:01:45 PM     all     10.47      0.00      3.79      0.01      0.00     85.72
03:01:46 PM     all      7.46      0.00      1.57      0.10      0.00     90.87
03:01:47 PM     all      7.41      0.00      1.13      0.00      0.00     91.46
03:01:48 PM     all      6.31      0.00      1.01      0.00      0.00     92.68
03:01:49 PM     all      9.08      0.00      1.58      0.00      0.00     89.34
03:01:50 PM     all      7.47      0.00      3.33      0.00      0.00     89.20
03:01:51 PM     all      6.71      0.00      1.70      0.03      0.00     91.56
03:01:52 PM     all      6.40      0.00      1.32      0.00      0.00     92.28
03:01:53 PM     all      6.13      0.00      1.04      0.00      0.00     92.82
03:01:54 PM     all      6.88      0.00      1.20      0.00      0.00     91.91
03:01:55 PM     all      6.22      0.00      1.13      0.00      0.00     92.65
03:01:56 PM     all      7.81      0.00      3.86      0.01      0.00     88.32
03:01:57 PM     all      5.85      0.00      1.07      0.00      0.00     93.07
03:01:58 PM     all      5.72      0.00      1.14      0.00      0.00     93.14
03:01:59 PM     all      6.78      0.00      1.06      0.00      0.00     92.16
03:02:00 PM     all      5.58      0.00      0.74      0.00      0.00     93.68
03:02:01 PM     all      6.82      0.00      4.09      0.00      0.00     89.09
03:02:02 PM     all      5.79      0.00      1.38      0.01      0.00     92.82
03:02:03 PM     all      5.52      0.00      1.16      0.00      0.00     93.33
03:02:04 PM     all      5.36      0.00      0.98      0.00      0.00     93.66
03:02:05 PM     all      6.31      0.00      0.86      0.01      0.00     92.82
