Linux 6.8.0-1013-linux-64k (hsun-code-machine) 	03/10/2025 	_aarch64_	(72 CPU)

03:06:53 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:11:26 PM     all      4.61      0.00      0.11      0.01      0.00     95.26
03:11:27 PM     all      8.83      0.00      0.10      0.00      0.00     91.07
03:11:28 PM     all      5.77      0.00      2.58      0.00      0.00     91.64
03:11:29 PM     all      5.77      0.00      0.13      0.00      0.00     94.11
03:11:30 PM     all      4.45      0.00      0.08      0.01      0.00     95.46
03:11:31 PM     all      7.79      0.00      0.13      0.01      0.00     92.08
03:11:32 PM     all      5.32      0.00      0.08      0.00      0.00     94.60
03:11:33 PM     all      8.70      0.00      0.61      0.00      0.00     90.69
03:11:34 PM     all      5.57      0.00      2.26      0.00      0.00     92.18
03:11:35 PM     all      5.40      0.00      0.08      0.01      0.00     94.50
03:11:36 PM     all      7.73      0.00      0.17      0.00      0.00     92.10
03:11:37 PM     all      4.31      0.00      0.08      0.00      0.00     95.61
03:11:38 PM     all      5.73      0.00      0.26      0.00      0.00     94.00
03:11:39 PM     all      6.36      0.00      3.04      0.00      0.00     90.60
03:11:40 PM     all      5.87      0.00      0.31      0.03      0.00     93.79
03:11:41 PM     all      0.36      0.00      0.11      0.01      0.00     99.51


Average:        all      6.27      0.00      1.77      0.01      0.00     91.95
