Linux 6.8.0-1013-linux-64k (hsun-code-machine) 	03/11/2025 	_aarch64_	(72 CPU)

01:27:26 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:28:55 AM     all     91.70      0.00      1.75      0.03      0.00      6.52
01:28:56 AM     all     92.38      0.00      1.52      0.01      0.00      6.09
01:28:57 AM     all     86.75      0.00      7.10      0.01      0.00      6.14
01:28:58 AM     all     85.06      0.00      1.51      0.03      0.00     13.40
01:28:59 AM     all     92.42      0.00      1.59      0.01      0.00      5.98
01:29:00 AM     all     91.84      0.00      1.71      0.00      0.00      6.46
01:29:01 AM     all     92.53      0.00      1.63      0.00      0.00      5.84
01:29:02 AM     all     90.23      0.00      3.69      0.01      0.00      6.07
01:29:03 AM     all     81.69      0.00      4.81      0.01      0.00     13.48
01:29:04 AM     all     92.44      0.00      1.50      0.00      0.00      6.06
01:29:05 AM     all     91.83      0.00      1.48      0.00      0.00      6.69
01:29:06 AM     all     92.66      0.00      1.44      0.00      0.00      5.90
01:29:07 AM     all     92.26      0.00      1.61      0.01      0.00      6.12
01:29:08 AM     all     76.83      0.00     10.21      0.00      0.00     12.96
01:29:09 AM     all      1.41      0.00     68.80      0.01      0.00     29.78
01:29:10 AM     all      0.42      0.00     66.88      0.01      0.00     32.69
01:29:11 AM     all     54.60      0.00      3.81      0.01      0.00     41.58
01:29:12 AM     all     90.54      0.00      1.67      0.00      0.00      7.79
01:29:13 AM     all     89.84      0.00      1.89      0.00      0.00      8.27
01:29:14 AM     all     85.51      0.00      7.21      0.00      0.00      7.28
01:29:15 AM     all     90.27      0.00      1.71      0.01      0.00      8.01
01:29:16 AM     all     87.67      0.00      1.65      0.04      0.00     10.63
01:29:17 AM     all     78.21      0.00      2.06      0.01      0.00     19.71
01:29:18 AM     all     89.33      0.00      1.18      0.00      0.00      9.49
01:29:19 AM     all     89.10      0.00      2.20      0.00      0.00      8.70
01:29:20 AM     all     86.02      0.00      5.41      0.00      0.00      8.57
01:29:21 AM     all     89.06      0.00      1.20      0.01      0.00      9.72
01:29:22 AM     all     78.36      0.00      1.04      0.01      0.00     20.59
01:29:23 AM     all     89.78      0.00      0.82      0.00      0.00      9.39
01:29:24 AM     all     90.60      0.00      1.96      0.00      0.00      7.44
01:29:25 AM     all     86.92      0.00      6.10      0.00      0.00      6.98
01:29:26 AM     all     89.87      0.00      1.85      0.00      0.00      8.29
01:29:27 AM     all     80.15      0.00      1.09      0.00      0.00     18.76
01:29:28 AM     all     88.42      0.00      1.17      0.01      0.00     10.39
01:29:29 AM     all     88.48      0.00      1.19      0.00      0.00     10.33
01:29:30 AM     all     88.30      0.00      1.23      0.00      0.00     10.47
01:29:31 AM     all     84.54      0.00      6.29      0.00      0.00      9.16
01:29:32 AM     all     87.66      0.00      1.08      0.00      0.00     11.26
01:29:33 AM     all     83.97      0.00      1.02      0.00      0.00     15.01
01:29:34 AM     all     89.41      0.00      1.18      0.00      0.00      9.42
01:29:35 AM     all     89.48      0.00      1.05      0.00      0.00      9.47
01:29:36 AM     all     88.23      0.00      2.71      0.00      0.00      9.05
01:29:37 AM     all     86.65      0.00      4.56      0.00      0.00      8.79
01:29:38 AM     all     82.12      0.00      0.94      0.00      0.00     16.94
01:29:39 AM     all     89.46      0.00      1.24      0.00      0.00      9.30
01:29:40 AM     all     89.54      0.00      1.23      0.00      0.00      9.22
01:29:41 AM     all     89.33      0.00      1.01      0.00      0.00      9.66
01:29:42 AM     all     85.54      0.00      6.28      0.00      0.00      8.19
01:29:43 AM     all     82.37      0.00      1.03      0.00      0.00     16.59
01:29:44 AM     all     89.50      0.00      1.17      0.00      0.00      9.33
01:29:45 AM     all     90.24      0.00      1.54      0.00      0.00      8.22
01:29:46 AM     all     90.25      0.00      1.80      0.01      0.00      7.93
01:29:47 AM     all     89.84      0.00      1.88      0.01      0.00      8.27
01:29:48 AM     all     79.73      0.00      7.13      0.00      0.00     13.14
01:29:49 AM     all     88.13      0.00      1.94      0.06      0.00      9.87
01:29:50 AM     all     89.67      0.00      1.97      0.00      0.00      8.36
01:29:51 AM     all     89.97      0.00      1.76      0.01      0.00      8.25
01:29:52 AM     all     90.26      0.00      1.74      0.00      0.00      8.00
01:29:53 AM     all     88.20      0.00      3.83      0.00      0.00      7.98
01:29:54 AM     all     81.56      0.00      5.15      0.00      0.00     13.28
01:29:55 AM     all     89.06      0.00      1.87      0.01      0.00      9.06
01:29:56 AM     all     88.88      0.00      1.92      0.03      0.00      9.17
01:29:57 AM     all     88.95      0.00      1.91      0.00      0.00      9.14
01:29:58 AM     all     89.18      0.00      1.87      0.01      0.00      8.94
01:29:59 AM     all     80.84      0.00      6.19      0.00      0.00     12.97
01:30:00 AM     all     90.18      0.00      1.79      0.01      0.00      8.02
01:30:01 AM     all     90.46      0.00      1.92      0.01      0.00      7.61
01:30:02 AM     all     90.09      0.00      1.92      0.03      0.00      7.96
01:30:03 AM     all     90.36      0.00      1.72      0.00      0.00      7.92
01:30:04 AM     all     83.28      0.00      2.63      0.00      0.00     14.09
01:30:05 AM     all     86.73      0.00      6.12      0.00      0.00      7.16
01:30:06 AM     all     90.37      0.00      1.85      0.01      0.00      7.76
01:30:07 AM     all     90.33      0.00      1.89      0.00      0.00      7.78
01:30:08 AM     all     90.28      0.00      1.85      0.00      0.00      7.87
01:30:09 AM     all     90.38      0.00      2.08      0.00      0.00      7.54
01:30:10 AM     all     79.52      0.00      5.98      0.00      0.00     14.50
01:30:11 AM     all     89.54      0.00      2.98      0.00      0.00      7.48
01:30:12 AM     all     90.03      0.00      1.10      0.00      0.00      8.87
01:30:13 AM     all     89.97      0.00      1.03      0.00      0.00      9.01
01:30:14 AM     all     90.24      0.00      1.06      0.00      0.00      8.69
01:30:15 AM     all     85.03      0.00      0.99      0.00      0.00     13.97
01:30:16 AM     all     85.67      0.00      6.39      0.00      0.00      7.93
01:30:17 AM     all     89.96      0.00      1.11      0.00      0.00      8.93
01:30:18 AM     all     89.93      0.00      1.15      0.00      0.00      8.92
01:30:19 AM     all     89.96      0.00      1.22      0.00      0.00      8.83
01:30:20 AM     all     83.08      0.00      1.16      0.00      0.00     15.76
01:30:21 AM     all     88.97      0.00      2.58      0.01      0.00      8.43
01:30:22 AM     all     86.72      0.00      4.86      0.00      0.00      8.42
01:30:23 AM     all     89.87      0.00      1.19      0.00      0.00      8.94
01:30:24 AM     all     90.26      0.00      1.12      0.00      0.00      8.61
01:30:25 AM     all     89.29      0.00      1.07      0.00      0.00      9.64
01:30:26 AM     all     83.92      0.00      0.91      0.00      0.00     15.17
